Item_Name, Price
StatTrak™ MAC-10 | Last Dive (Factory New), 5.08
StatTrak™ MAC-10 | Last Dive (Minimal Wear), 3.02
StatTrak™ MAC-10 | Last Dive (Field-Tested), 2.33
StatTrak™ MAC-10 | Last Dive (Well-Worn), 1.98
StatTrak™ MAC-10 | Last Dive (Battle-Scarred), 2.07
AK-47 | Fuel Injector (Factory New), 372.22
AK-47 | Fuel Injector (Minimal Wear), 225.00
AK-47 | Fuel Injector (Field-Tested), 185.51
AK-47 | Fuel Injector (Well-Worn), 143.74
AK-47 | Fuel Injector (Battle-Scarred), 131.31
StatTrak™ AK-47 | Fuel Injector (Factory New), 711.81
StatTrak™ AK-47 | Fuel Injector (Minimal Wear), 442.77
StatTrak™ AK-47 | Fuel Injector (Field-Tested), 326.00
StatTrak™ AK-47 | Fuel Injector (Well-Worn), 232.49
StatTrak™ AK-47 | Fuel Injector (Battle-Scarred), 180.09
★ Paracord Knife | Urban Masked (Factory New), 208.00
★ Paracord Knife | Urban Masked (Minimal Wear), 128.36
★ Paracord Knife | Urban Masked (Field-Tested), 121.04
★ Paracord Knife | Urban Masked (Well-Worn), 112.56
★ Paracord Knife | Urban Masked (Battle-Scarred), 109.37
★ StatTrak™ Paracord Knife | Urban Masked (Factory New), 2,750.00
★ StatTrak™ Paracord Knife | Urban Masked (Minimal Wear), 136.61
★ StatTrak™ Paracord Knife | Urban Masked (Field-Tested), 116.62
★ StatTrak™ Paracord Knife | Urban Masked (Well-Worn), 123.19
★ StatTrak™ Paracord Knife | Urban Masked (Battle-Scarred), 146.91
★ Classic Knife | Stained (Factory New), 232.07
★ Classic Knife | Stained (Minimal Wear), 171.49
★ Classic Knife | Stained (Field-Tested), 159.47
★ Classic Knife | Stained (Well-Worn), 140.99
★ Classic Knife | Stained (Battle-Scarred), 136.77
★ StatTrak™ Classic Knife | Stained (Factory New), 247.65
★ StatTrak™ Classic Knife | Stained (Minimal Wear), 172.34
★ StatTrak™ Classic Knife | Stained (Field-Tested), 161.04
★ StatTrak™ Classic Knife | Stained (Well-Worn), 164.12
★ StatTrak™ Classic Knife | Stained (Battle-Scarred), 135.00
USP-S | Check Engine (Factory New), 0.90
USP-S | Check Engine (Minimal Wear), 0.65
USP-S | Check Engine (Field-Tested), 0.38
USP-S | Check Engine (Well-Worn), 0.52
USP-S | Check Engine (Battle-Scarred), 0.36
USP-S | Check Engine (Souvenir Factory New), 11.20
USP-S | Check Engine (Souvenir Minimal Wear), 6.14
USP-S | Check Engine (Souvenir Field-Tested), 5.67
USP-S | Check Engine (Souvenir Well-Worn), 5.65
USP-S | Check Engine (Souvenir Battle-Scarred), 6.29
★ Gut Knife | Blue Steel (Factory New), 157.21
★ Gut Knife | Blue Steel (Minimal Wear), 129.50
★ Gut Knife | Blue Steel (Field-Tested), 123.06
★ Gut Knife | Blue Steel (Well-Worn), 133.34
★ Gut Knife | Blue Steel (Battle-Scarred), 112.69
★ StatTrak™ Gut Knife | Blue Steel (Factory New), 325.27
★ StatTrak™ Gut Knife | Blue Steel (Minimal Wear), 0
★ StatTrak™ Gut Knife | Blue Steel (Field-Tested), 150.22
★ StatTrak™ Gut Knife | Blue Steel (Well-Worn), 121.67
★ StatTrak™ Gut Knife | Blue Steel (Battle-Scarred), 171.24
★ Huntsman Knife | Bright Water (Factory New), 145.04
★ Huntsman Knife | Bright Water (Minimal Wear), 134.83
★ Huntsman Knife | Bright Water (Field-Tested), 126.91
★ Huntsman Knife | Bright Water (Well-Worn), 118.81
★ Huntsman Knife | Bright Water (Battle-Scarred), 121.11
★ StatTrak™ Huntsman Knife | Bright Water (Factory New), 162.36
★ StatTrak™ Huntsman Knife | Bright Water (Minimal Wear), 140.97
★ StatTrak™ Huntsman Knife | Bright Water (Field-Tested), 123.72
★ StatTrak™ Huntsman Knife | Bright Water (Well-Worn), 223.52
★ StatTrak™ Huntsman Knife | Bright Water (Battle-Scarred), 136.88
USP-S | Kill Confirmed (Factory New), 162.00
USP-S | Kill Confirmed (Minimal Wear), 84.51
USP-S | Kill Confirmed (Field-Tested), 46.26
USP-S | Kill Confirmed (Well-Worn), 40.25
USP-S | Kill Confirmed (Battle-Scarred), 38.55
StatTrak™ USP-S | Kill Confirmed (Factory New), 485.62
StatTrak™ USP-S | Kill Confirmed (Minimal Wear), 230.36
StatTrak™ USP-S | Kill Confirmed (Field-Tested), 138.66
StatTrak™ USP-S | Kill Confirmed (Well-Worn), 89.93
StatTrak™ USP-S | Kill Confirmed (Battle-Scarred), 93.75
AK-47 | Wild Lotus (Factory New), 13,045.34
AK-47 | Wild Lotus (Minimal Wear), 10,198.14
AK-47 | Wild Lotus (Field-Tested), 7,594.82
AK-47 | Wild Lotus (Well-Worn), 5,459.08
AK-47 | Wild Lotus (Battle-Scarred), 2,809.00
★ Flip Knife | Night (Factory New), 401.57
★ Flip Knife | Night (Minimal Wear), 214.69
★ Flip Knife | Night (Field-Tested), 185.17
★ Flip Knife | Night (Well-Worn), 166.69
★ Flip Knife | Night (Battle-Scarred), 163.58
★ StatTrak™ Flip Knife | Night (Factory New), 0
★ StatTrak™ Flip Knife | Night (Minimal Wear), 205.07
★ StatTrak™ Flip Knife | Night (Field-Tested), 176.00
★ StatTrak™ Flip Knife | Night (Well-Worn), 297.28
★ StatTrak™ Flip Knife | Night (Battle-Scarred), 169.60
USP-S | Business Class (Factory New), 51.60
USP-S | Business Class (Minimal Wear), 33.79
USP-S | Business Class (Field-Tested), 30.26
USP-S | Business Class (Well-Worn), 27.27
USP-S | Business Class (Battle-Scarred), 34.90
AUG | Momentum (Factory New), 14.23
AUG | Momentum (Minimal Wear), 4.69
AUG | Momentum (Field-Tested), 1.33
AUG | Momentum (Well-Worn), 1.30
AUG | Momentum (Battle-Scarred), 0.99
StatTrak™ AUG | Momentum (Factory New), 51.15
StatTrak™ AUG | Momentum (Minimal Wear), 9.98
StatTrak™ AUG | Momentum (Field-Tested), 3.27
StatTrak™ AUG | Momentum (Well-Worn), 2.73
StatTrak™ AUG | Momentum (Battle-Scarred), 2.27
AK-47 | Panthera onca (Factory New), 259.07
AK-47 | Panthera onca (Minimal Wear), 231.69
AK-47 | Panthera onca (Field-Tested), 185.67
AK-47 | Panthera onca (Well-Worn), 171.51
AK-47 | Panthera onca (Battle-Scarred), 155.38
AK-47 | Panthera onca (Souvenir Factory New), 410.66
AK-47 | Panthera onca (Souvenir Minimal Wear), 193.01
AK-47 | Panthera onca (Souvenir Field-Tested), 136.85
AK-47 | Panthera onca (Souvenir Well-Worn), 110.38
AK-47 | Panthera onca (Souvenir Battle-Scarred), 99.50
FAMAS | Spitfire (Factory New), 251.99
FAMAS | Spitfire (Minimal Wear), 48.56
FAMAS | Spitfire (Field-Tested), 16.00
FAMAS | Spitfire (Well-Worn), 18.65
FAMAS | Spitfire (Battle-Scarred), 10.34
Glock-18 | Teal Graf (Factory New), 1.52
Glock-18 | Teal Graf (Minimal Wear), 1.12
Glock-18 | Teal Graf (Field-Tested), 0.78
Glock-18 | Teal Graf (Well-Worn), 0.71
Glock-18 | Teal Graf (Battle-Scarred), 0.73
★ Butterfly Knife | Black Laminate (Factory New), 1,277.57
★ Butterfly Knife | Black Laminate (Minimal Wear), 1,117.00
★ Butterfly Knife | Black Laminate (Field-Tested), 1,077.78
★ Butterfly Knife | Black Laminate (Well-Worn), 985.94
★ Butterfly Knife | Black Laminate (Battle-Scarred), 966.42
★ StatTrak™ Butterfly Knife | Black Laminate (Factory New), 1,213.64
★ StatTrak™ Butterfly Knife | Black Laminate (Minimal Wear), 1,054.03
★ StatTrak™ Butterfly Knife | Black Laminate (Field-Tested), 991.06
★ StatTrak™ Butterfly Knife | Black Laminate (Well-Worn), 965.05
★ StatTrak™ Butterfly Knife | Black Laminate (Battle-Scarred), 927.84
★ Paracord Knife | Slaughter (Factory New), 257.36
★ Paracord Knife | Slaughter (Minimal Wear), 235.00
★ Paracord Knife | Slaughter (Field-Tested), 226.54
★ StatTrak™ Paracord Knife | Slaughter (Factory New), 295.56
★ StatTrak™ Paracord Knife | Slaughter (Minimal Wear), 248.99
★ StatTrak™ Paracord Knife | Slaughter (Field-Tested), 310.77
AK-47 | The Outsiders (Factory New), 102.08
AK-47 | The Outsiders (Minimal Wear), 35.92
AK-47 | The Outsiders (Field-Tested), 14.14
AK-47 | The Outsiders (Well-Worn), 9.81
AK-47 | The Outsiders (Battle-Scarred), 9.89
StatTrak™ AK-47 | The Outsiders (Factory New), 122.00
StatTrak™ AK-47 | The Outsiders (Minimal Wear), 56.04
StatTrak™ AK-47 | The Outsiders (Field-Tested), 27.75
StatTrak™ AK-47 | The Outsiders (Well-Worn), 23.83
StatTrak™ AK-47 | The Outsiders (Battle-Scarred), 24.50
★ Classic Knife | Crimson Web (Factory New), 1,032.75
★ Classic Knife | Crimson Web (Minimal Wear), 309.23
★ Classic Knife | Crimson Web (Field-Tested), 248.28
★ Classic Knife | Crimson Web (Well-Worn), 335.37
★ Classic Knife | Crimson Web (Battle-Scarred), 231.05
★ StatTrak™ Classic Knife | Crimson Web (Factory New), 0
★ StatTrak™ Classic Knife | Crimson Web (Minimal Wear), 312.00
★ StatTrak™ Classic Knife | Crimson Web (Field-Tested), 250.50
★ StatTrak™ Classic Knife | Crimson Web (Well-Worn), 318.17
★ StatTrak™ Classic Knife | Crimson Web (Battle-Scarred), 232.70
USP-S | Desert Tactical (Factory New), 0.55
USP-S | Desert Tactical (Minimal Wear), 0.21
USP-S | Desert Tactical (Field-Tested), 0.11
USP-S | Desert Tactical (Well-Worn), 0.10
USP-S | Desert Tactical (Battle-Scarred), 0.11
USP-S | Desert Tactical (Souvenir Factory New), 2.91
USP-S | Desert Tactical (Souvenir Minimal Wear), 0.69
USP-S | Desert Tactical (Souvenir Field-Tested), 0.48
USP-S | Desert Tactical (Souvenir Well-Worn), 0.45
USP-S | Desert Tactical (Souvenir Battle-Scarred), 0.41
M4A4 | Howl (Factory New), 6,145.92
M4A4 | Howl (Minimal Wear), 4,648.97
M4A4 | Howl (Field-Tested), 3,729.42
M4A4 | Howl (Well-Worn), 3,777.96
StatTrak™ M4A4 | Howl (Factory New), 12,400.00
StatTrak™ M4A4 | Howl (Minimal Wear), 8,471.71
StatTrak™ M4A4 | Howl (Field-Tested), 6,373.28
StatTrak™ M4A4 | Howl (Well-Worn), 7,717.83
AWP | Man-o'-war (Minimal Wear), 36.80
AWP | Man-o'-war (Field-Tested), 36.61
StatTrak™ AWP | Man-o'-war (Minimal Wear), 91.32
StatTrak™ AWP | Man-o'-war (Field-Tested), 82.23
★ Flip Knife | Crimson Web (Factory New), 1,503.85
★ Flip Knife | Crimson Web (Minimal Wear), 400.49
★ Flip Knife | Crimson Web (Field-Tested), 273.70
★ Flip Knife | Crimson Web (Well-Worn), 240.85
★ Flip Knife | Crimson Web (Battle-Scarred), 214.67
★ StatTrak™ Flip Knife | Crimson Web (Factory New), 0
★ StatTrak™ Flip Knife | Crimson Web (Minimal Wear), 403.13
★ StatTrak™ Flip Knife | Crimson Web (Field-Tested), 269.66
★ StatTrak™ Flip Knife | Crimson Web (Well-Worn), 272.00
★ StatTrak™ Flip Knife | Crimson Web (Battle-Scarred), 260.01
★ Specialist Gloves | Foundation (Factory New), 2,005.40
★ Specialist Gloves | Foundation (Minimal Wear), 694.70
★ Specialist Gloves | Foundation (Field-Tested), 300.14
★ Specialist Gloves | Foundation (Well-Worn), 220.61
★ Specialist Gloves | Foundation (Battle-Scarred), 170.83
★ Ursus Knife | Fade (Factory New), 463.44
★ Ursus Knife | Fade (Minimal Wear), 468.91
★ StatTrak™ Ursus Knife | Fade (Factory New), 469.45
★ StatTrak™ Ursus Knife | Fade (Minimal Wear), 477.46
★ Broken Fang Gloves | Unhinged (Factory New), 378.28
★ Broken Fang Gloves | Unhinged (Minimal Wear), 121.23
★ Broken Fang Gloves | Unhinged (Field-Tested), 92.74
★ Broken Fang Gloves | Unhinged (Well-Worn), 85.55
★ Broken Fang Gloves | Unhinged (Battle-Scarred), 79.18
USP-S | Jawbreaker (Factory New), 19.29
USP-S | Jawbreaker (Minimal Wear), 10.96
USP-S | Jawbreaker (Field-Tested), 7.22
USP-S | Jawbreaker (Well-Worn), 6.76
USP-S | Jawbreaker (Battle-Scarred), 6.66
StatTrak™ USP-S | Jawbreaker (Factory New), 52.05
StatTrak™ USP-S | Jawbreaker (Minimal Wear), 24.50
StatTrak™ USP-S | Jawbreaker (Field-Tested), 14.29
StatTrak™ USP-S | Jawbreaker (Well-Worn), 11.17
StatTrak™ USP-S | Jawbreaker (Battle-Scarred), 11.17
M4A4 | Zirka (Factory New), 37.34
M4A4 | Zirka (Minimal Wear), 23.93
M4A4 | Zirka (Field-Tested), 24.05
M4A4 | Zirka (Well-Worn), 25.31
StatTrak™ M4A4 | Zirka (Factory New), 84.85
StatTrak™ M4A4 | Zirka (Minimal Wear), 41.68
StatTrak™ M4A4 | Zirka (Field-Tested), 39.21
StatTrak™ M4A4 | Zirka (Well-Worn), 32.47
★ Huntsman Knife | Boreal Forest (Factory New), 200.00
★ Huntsman Knife | Boreal Forest (Minimal Wear), 123.15
★ Huntsman Knife | Boreal Forest (Field-Tested), 119.37
★ Huntsman Knife | Boreal Forest (Well-Worn), 120.75
★ Huntsman Knife | Boreal Forest (Battle-Scarred), 112.84
★ StatTrak™ Huntsman Knife | Boreal Forest (Factory New), 0
★ StatTrak™ Huntsman Knife | Boreal Forest (Minimal Wear), 167.98
★ StatTrak™ Huntsman Knife | Boreal Forest (Field-Tested), 134.49
★ StatTrak™ Huntsman Knife | Boreal Forest (Well-Worn), 185.11
★ StatTrak™ Huntsman Knife | Boreal Forest (Battle-Scarred), 127.30
AWP | Black Nile (Factory New), 5.08
AWP | Black Nile (Minimal Wear), 3.09
AWP | Black Nile (Field-Tested), 1.90
AWP | Black Nile (Well-Worn), 2.62
AWP | Black Nile (Battle-Scarred), 2.00
AWP | Black Nile (Souvenir Factory New), 23.08
AWP | Black Nile (Souvenir Minimal Wear), 10.15
AWP | Black Nile (Souvenir Field-Tested), 6.25
AWP | Black Nile (Souvenir Well-Worn), 12.04
AWP | Black Nile (Souvenir Battle-Scarred), 7.29
M4A4 | Buzz Kill (Factory New), 39.77
M4A4 | Buzz Kill (Minimal Wear), 15.46
M4A4 | Buzz Kill (Field-Tested), 9.58
M4A4 | Buzz Kill (Well-Worn), 10.66
M4A4 | Buzz Kill (Battle-Scarred), 9.11
StatTrak™ M4A4 | Buzz Kill (Factory New), 95.48
StatTrak™ M4A4 | Buzz Kill (Minimal Wear), 42.88
StatTrak™ M4A4 | Buzz Kill (Field-Tested), 24.65
StatTrak™ M4A4 | Buzz Kill (Well-Worn), 23.81
StatTrak™ M4A4 | Buzz Kill (Battle-Scarred), 22.58
★ Moto Gloves | Turtle (Factory New), 720.46
★ Moto Gloves | Turtle (Minimal Wear), 257.59
★ Moto Gloves | Turtle (Field-Tested), 147.78
★ Moto Gloves | Turtle (Well-Worn), 127.49
★ Moto Gloves | Turtle (Battle-Scarred), 118.75
M4A1-S | Nightmare (Factory New), 41.80
M4A1-S | Nightmare (Minimal Wear), 17.77
M4A1-S | Nightmare (Field-Tested), 9.07
M4A1-S | Nightmare (Well-Worn), 7.62
M4A1-S | Nightmare (Battle-Scarred), 7.61
StatTrak™ M4A1-S | Nightmare (Factory New), 97.88
StatTrak™ M4A1-S | Nightmare (Minimal Wear), 44.65
StatTrak™ M4A1-S | Nightmare (Field-Tested), 20.60
StatTrak™ M4A1-S | Nightmare (Well-Worn), 14.64
StatTrak™ M4A1-S | Nightmare (Battle-Scarred), 15.07
USP-S | Monster Mashup (Factory New), 44.28
USP-S | Monster Mashup (Minimal Wear), 30.30
USP-S | Monster Mashup (Field-Tested), 22.49
USP-S | Monster Mashup (Well-Worn), 21.57
USP-S | Monster Mashup (Battle-Scarred), 21.54
StatTrak™ USP-S | Monster Mashup (Factory New), 91.00
StatTrak™ USP-S | Monster Mashup (Minimal Wear), 54.05
StatTrak™ USP-S | Monster Mashup (Field-Tested), 30.05
StatTrak™ USP-S | Monster Mashup (Well-Worn), 26.63
StatTrak™ USP-S | Monster Mashup (Battle-Scarred), 24.46
USP-S | Caiman (Factory New), 54.89
USP-S | Caiman (Minimal Wear), 46.49
USP-S | Caiman (Field-Tested), 41.99
USP-S | Caiman (Well-Worn), 56.72
StatTrak™ USP-S | Caiman (Factory New), 98.56
StatTrak™ USP-S | Caiman (Minimal Wear), 78.32
StatTrak™ USP-S | Caiman (Field-Tested), 67.45
StatTrak™ USP-S | Caiman (Well-Worn), 68.95
M4A4 | Turbine (Factory New), 5.74
M4A4 | Turbine (Minimal Wear), 2.75
M4A4 | Turbine (Field-Tested), 1.21
M4A4 | Turbine (Well-Worn), 1.32
M4A4 | Turbine (Battle-Scarred), 0.96
StatTrak™ M4A4 | Turbine (Factory New), 24.74
StatTrak™ M4A4 | Turbine (Minimal Wear), 6.20
StatTrak™ M4A4 | Turbine (Field-Tested), 2.81
StatTrak™ M4A4 | Turbine (Well-Worn), 2.87
StatTrak™ M4A4 | Turbine (Battle-Scarred), 2.88
USP-S | Cortex (Factory New), 9.30
USP-S | Cortex (Minimal Wear), 3.95
USP-S | Cortex (Field-Tested), 2.34
USP-S | Cortex (Well-Worn), 2.12
USP-S | Cortex (Battle-Scarred), 2.16
StatTrak™ USP-S | Cortex (Factory New), 28.42
StatTrak™ USP-S | Cortex (Minimal Wear), 9.77
StatTrak™ USP-S | Cortex (Field-Tested), 5.44
StatTrak™ USP-S | Cortex (Well-Worn), 5.01
StatTrak™ USP-S | Cortex (Battle-Scarred), 5.05
AWP | Silk Tiger (Factory New), 215.96
AWP | Silk Tiger (Minimal Wear), 189.90
AWP | Silk Tiger (Field-Tested), 141.93
AWP | Silk Tiger (Well-Worn), 130.71
AWP | Silk Tiger (Battle-Scarred), 143.50
★ Bowie Knife | Freehand (Factory New), 153.75
★ Bowie Knife | Freehand (Minimal Wear), 140.90
★ Bowie Knife | Freehand (Field-Tested), 134.31
★ Bowie Knife | Freehand (Well-Worn), 131.13
★ Bowie Knife | Freehand (Battle-Scarred), 122.96
★ StatTrak™ Bowie Knife | Freehand (Factory New), 180.00
★ StatTrak™ Bowie Knife | Freehand (Minimal Wear), 148.24
★ StatTrak™ Bowie Knife | Freehand (Field-Tested), 140.24
★ StatTrak™ Bowie Knife | Freehand (Well-Worn), 139.41
★ StatTrak™ Bowie Knife | Freehand (Battle-Scarred), 410.66
★ Hand Wraps | Giraffe (Factory New), 380.92
★ Hand Wraps | Giraffe (Minimal Wear), 133.06
★ Hand Wraps | Giraffe (Field-Tested), 118.32
★ Hand Wraps | Giraffe (Well-Worn), 102.99
★ Hand Wraps | Giraffe (Battle-Scarred), 95.39
Glock-18 | Off World (Factory New), 0.98
Glock-18 | Off World (Minimal Wear), 0.19
Glock-18 | Off World (Field-Tested), 0.11
Glock-18 | Off World (Well-Worn), 0.09
Glock-18 | Off World (Battle-Scarred), 0.07
StatTrak™ Glock-18 | Off World (Factory New), 3.59
StatTrak™ Glock-18 | Off World (Minimal Wear), 0.70
StatTrak™ Glock-18 | Off World (Field-Tested), 0.38
StatTrak™ Glock-18 | Off World (Well-Worn), 0.35
StatTrak™ Glock-18 | Off World (Battle-Scarred), 0.36
AUG | Luxe Trim (Factory New), 0.65
AUG | Luxe Trim (Minimal Wear), 0.32
AUG | Luxe Trim (Field-Tested), 0.13
AUG | Luxe Trim (Well-Worn), 0.10
AUG | Luxe Trim (Battle-Scarred), 0.09
StatTrak™ AUG | Luxe Trim (Factory New), 2.19
StatTrak™ AUG | Luxe Trim (Minimal Wear), 0.67
StatTrak™ AUG | Luxe Trim (Field-Tested), 0.22
StatTrak™ AUG | Luxe Trim (Well-Worn), 0.20
StatTrak™ AUG | Luxe Trim (Battle-Scarred), 0.19
★ Driver Gloves | Lunar Weave (Factory New), 936.31
★ Driver Gloves | Lunar Weave (Minimal Wear), 314.49
★ Driver Gloves | Lunar Weave (Field-Tested), 157.02
★ Driver Gloves | Lunar Weave (Well-Worn), 120.21
★ Driver Gloves | Lunar Weave (Battle-Scarred), 108.93
★ M9 Bayonet | Case Hardened (Factory New), 1,003.30
★ M9 Bayonet | Case Hardened (Minimal Wear), 835.01
★ M9 Bayonet | Case Hardened (Field-Tested), 742.77
★ M9 Bayonet | Case Hardened (Well-Worn), 662.53
★ M9 Bayonet | Case Hardened (Battle-Scarred), 628.07
★ StatTrak™ M9 Bayonet | Case Hardened (Factory New), 1,642.65
★ StatTrak™ M9 Bayonet | Case Hardened (Minimal Wear), 798.05
★ StatTrak™ M9 Bayonet | Case Hardened (Field-Tested), 723.12
★ StatTrak™ M9 Bayonet | Case Hardened (Well-Worn), 649.40
★ StatTrak™ M9 Bayonet | Case Hardened (Battle-Scarred), 670.75
AK-47 | Inheritance (Factory New), 189.62
AK-47 | Inheritance (Minimal Wear), 138.22
AK-47 | Inheritance (Field-Tested), 111.88
AK-47 | Inheritance (Well-Worn), 97.12
AK-47 | Inheritance (Battle-Scarred), 78.27
StatTrak™ AK-47 | Inheritance (Factory New), 449.99
StatTrak™ AK-47 | Inheritance (Minimal Wear), 238.04
StatTrak™ AK-47 | Inheritance (Field-Tested), 138.81
StatTrak™ AK-47 | Inheritance (Well-Worn), 149.78
StatTrak™ AK-47 | Inheritance (Battle-Scarred), 98.45
MAC-10 | Carnivore (Factory New), 0.51
MAC-10 | Carnivore (Minimal Wear), 0.14
MAC-10 | Carnivore (Field-Tested), 0.13
MAC-10 | Carnivore (Well-Worn), 0.10
MAC-10 | Carnivore (Battle-Scarred), 0.10
StatTrak™ MAC-10 | Carnivore (Factory New), 2.20
StatTrak™ MAC-10 | Carnivore (Minimal Wear), 0.51
StatTrak™ MAC-10 | Carnivore (Field-Tested), 0.21
StatTrak™ MAC-10 | Carnivore (Well-Worn), 0.20
StatTrak™ MAC-10 | Carnivore (Battle-Scarred), 0.21
★ Flip Knife | Stained (Factory New), 232.57
★ Flip Knife | Stained (Minimal Wear), 192.42
★ Flip Knife | Stained (Field-Tested), 181.37
★ Flip Knife | Stained (Well-Worn), 169.05
★ Flip Knife | Stained (Battle-Scarred), 170.69
★ StatTrak™ Flip Knife | Stained (Factory New), 342.21
★ StatTrak™ Flip Knife | Stained (Minimal Wear), 196.43
★ StatTrak™ Flip Knife | Stained (Field-Tested), 187.46
★ StatTrak™ Flip Knife | Stained (Well-Worn), 186.98
★ StatTrak™ Flip Knife | Stained (Battle-Scarred), 184.79
★ Flip Knife | Ultraviolet (Factory New), 472.26
★ Flip Knife | Ultraviolet (Minimal Wear), 251.73
★ Flip Knife | Ultraviolet (Field-Tested), 199.72
★ Flip Knife | Ultraviolet (Well-Worn), 188.56
★ Flip Knife | Ultraviolet (Battle-Scarred), 173.05
★ StatTrak™ Flip Knife | Ultraviolet (Factory New), 0
★ StatTrak™ Flip Knife | Ultraviolet (Minimal Wear), 234.97
★ StatTrak™ Flip Knife | Ultraviolet (Field-Tested), 208.06
★ StatTrak™ Flip Knife | Ultraviolet (Well-Worn), 191.96
★ StatTrak™ Flip Knife | Ultraviolet (Battle-Scarred), 175.44
AWP | Pink DDPAT (Factory New), 99.06
AWP | Pink DDPAT (Minimal Wear), 36.71
AWP | Pink DDPAT (Field-Tested), 30.95
AWP | Pink DDPAT (Well-Worn), 31.48
AWP | Pink DDPAT (Battle-Scarred), 32.08
